name	female	male	number_of_GFP_kernels	number_of_WT_kernels	year	cross_type	family	category	allele	FPKM	PCR_confirmed
X403x498-2m3	403	498-2m3	219	246	2018	male	498	vegetative_cell_high	tdsgR107C12	885.729	TRUE
X403x498L-2m2	403	498L-2m2	246	232	2018	male	498	vegetative_cell_high	tdsgR107C12	885.729	TRUE
X445-2x402	445-2	402	154	146	2018	female	445	vegetative_cell_high	tdsgR41F01	159.129	TRUE
X402x421-1m3	402	421-1m3	127	125	2018	male	421	vegetative_cell_high	tdsgR101B03	4371.01	TRUE
X471A-2x402	471A-2	402	141	130	2018	female	471	vegetative_cell_high	tdsgR83B04	90.3365	TRUE
X402x494-1m1	402	494-1m1	136	129	2018	male	494	sperm_cell_high	tdsgR91F11	220.451	TRUE
X469A-3x402	469A-3	402	76	91	2018	female	469	vegetative_cell_high	tdsgR81G05	64.6735	TRUE
X402x415-4m2	402	415-4m2	202	233	2018	male	415	vegetative_cell_high	tdsgR01G01	176.627	TRUE
X481A-2x402	481A-2	402	129	148	2018	female	481	vegetative_cell_high	tdsgR92F08	330.685	TRUE
X402x484-4m2	402	484-4m2	214	209	2018	male	484	vegetative_cell_high	tdsgR98H09	369.498	TRUE
X402x441-2m3	402	441-2m3	294	246	2018	male	441	sperm_cell_high	tdsgR35A03	160.436	TRUE
X462A-3x402	462A-3	402	157	154	2018	female	462	vegetative_cell_high	tdsgR72D11	90.5725	TRUE
X400x459-3m2	400	459-3m2	144	190	2018	male	459	vegetative_cell_high	tdsgR67C09	21028.2	TRUE
X456L-3x402	456L-3	402	74	78	2018	female	456	seedling_only	tdsgR63F09	38.2865666666667	TRUE
X402x445-2m3	402	445-2m3	271	278	2018	male	445	vegetative_cell_high	tdsgR41F01	159.129	TRUE
X402x440-1m3	402	440-1m3	167	208	2018	male	440	vegetative_cell_high	tdsgR33F03	304.574	TRUE
X429-1x402	429-1	402	60	72	2018	female	429	seedling_only	tdsgR12H07	37.5026	TRUE
X401x439-1m1	401	439-1m1	235	245	2018	male	439	vegetative_cell_high	tdsgR31H05	196.9	TRUE
X415-3x402	415-3	402	107	107	2018	female	415	vegetative_cell_high	tdsgR01G01	176.627	TRUE
X401x491-5m1	401	491-5m1	123	242	2018	male	491	sperm_cell_high	tdsgR82A03	392.156	TRUE
X402x486-2m2	402	486-2m2	213	206	2018	male	486	vegetative_cell_high	tdsgR04G10	60.916	TRUE
X402x474-4m5	402	474-4m5	181	171	2018	male	474	sperm_cell_high	tdsgR87A03	51.2846	TRUE
X402x468A-2m2	402	468A-2m2	160	181	2018	male	468	vegetative_cell_high	tdsgR81E02	4371.01	TRUE
X402x427-2m1	402	427-2m1	205	201	2018	male	427	sperm_cell_high	tdsgR106G12	126.303	TRUE
X401x417-2m1	401	417-2m1	121	126	2018	male	417	vegetative_cell_high	tdsgR02D02	54.9727	TRUE
X400x426L-2m2	400	426L-2m2	126	135	2018	male	426	seedling_only	tdsgR106F04	103.9473	TRUE
X402x458-1m2	402	458-1m2	208	233	2018	male	458	seedling_only	tdsgR65E02	234.641	TRUE
X402x426-1m1	402	426-1m1	167	145	2018	male	426	seedling_only	tdsgR106F04	103.9473	TRUE
X402x423-2m1	402	423-2m1	220	213	2018	male	423	vegetative_cell_high	tdsgR103E04	35.5349	TRUE
X401x440-3m1	401	440-3m1	133	177	2018	male	440	vegetative_cell_high	tdsgR33F03	304.574	TRUE
X402x435L-2m1	402	435L-2m1	131	160	2018	male	435	vegetative_cell_high	tdsgR27E01	47.4902	TRUE
X402x462A-1m1	402	462A-1m1	160	196	2018	male	462	vegetative_cell_high	tdsgR72D11	90.5725	TRUE
X402x421-4m1	402	421-4m1	178	267	2018	male	421	vegetative_cell_high	tdsgR101B03	4371.01	TRUE
X403x432-5m1	403	432-5m1	261	279	2018	male	432	vegetative_cell_high	tdsgR23D05	31.1667	TRUE
X402x488-3m1	402	488-3m1	239	302	2018	male	488	vegetative_cell_high	tdsgR34C11	885.729	TRUE
X400x445L-3m1	400	445L-3m1	174	197	2018	male	445	vegetative_cell_high	tdsgR41F01	159.129	TRUE
X402x468A-5m1	402	468A-5m1	190	164	2018	male	468	vegetative_cell_high	tdsgR81E02	4371.01	TRUE
X401x420-3m1	401	420-3m1	202	258	2018	male	420	vegetative_cell_high	tdsgR08A07	353.673	TRUE
X417-2x402	417-2	402	101	82	2018	female	417	vegetative_cell_high	tdsgR02D02	54.9727	TRUE
X402x490-5m2	402	490-5m2	227	325	2018	male	490	vegetative_cell_high	tdsgR49F11	4175.48	TRUE
X426-1x402	426-1	402	158	176	2018	female	426	seedling_only	tdsgR106F04	103.9473	TRUE
X498-4x402	498-4	402	92	124	2018	female	498	vegetative_cell_high	tdsgR107C12	885.729	TRUE
X450-1x402	450-1	402	126	105	2018	female	450	vegetative_cell_high	tdsgR52E07	153.004	TRUE
X400x481AL-1m1	400	481AL-1m1	136	211	2018	male	481	vegetative_cell_high	tdsgR92F08	330.685	TRUE
X417L-1x402	417L-1	402	96	107	2018	female	417	vegetative_cell_high	tdsgR02D02	54.9727	TRUE
X402x469A-3m2	402	469A-3m2	274	265	2018	male	469	vegetative_cell_high	tdsgR81G05	64.6735	TRUE
X402x459-3m3	402	459-3m3	154	196	2018	male	459	vegetative_cell_high	tdsgR67C09	21028.2	TRUE
X401x475A-3m1	401	475A-3m1	223	241	2018	male	475	vegetative_cell_high	tdsgR88B08	720.42	TRUE
X445L-3x402	445L-3	402	174	184	2018	female	445	vegetative_cell_high	tdsgR41F01	159.129	TRUE
X402x494-2m1	402	494-2m1	254	257	2018	male	494	sperm_cell_high	tdsgR91F11	220.451	TRUE
X402x449A-1m4	402	449A-1m4	109	130	2018	male	449	seedling_only	tdsgR52B09	96.7292666666667	TRUE
X403x494-1m3	403	494-1m3	202	227	2018	male	494	sperm_cell_high	tdsgR91F11	220.451	TRUE
X469A-2x402	469A-2	402	163	134	2018	female	469	vegetative_cell_high	tdsgR81G05	64.6735	TRUE
X481A-3x402	481A-3	402	149	151	2018	female	481	vegetative_cell_high	tdsgR92F08	330.685	TRUE
X403x433L-2m1	403	433L-2m1	115	153	2018	male	433	vegetative_cell_high	tdsgR24D03	165.028	TRUE
X402x429-2m3	402	429-2m3	184	201	2018	male	429	seedling_only	tdsgR12H07	37.5026	TRUE
X402x498-2m1	402	498-2m1	280	275	2018	male	498	vegetative_cell_high	tdsgR107C12	885.729	TRUE
X402x449A-1m3	402	449A-1m3	73	90	2018	male	449	seedling_only	tdsgR52B09	96.7292666666667	TRUE
X400x418-2m1	400	418-2m1	178	217	2018	male	418	vegetative_cell_high	tdsgR04A02	52.5708	TRUE
X402x480A-4m1	402	480A-4m1	252	239	2018	male	480	vegetative_cell_high	tdsgR92A10	132.288	TRUE
X494-1x402	494-1	402	247	242	2018	female	494	sperm_cell_high	tdsgR91F11	220.451	TRUE
X474-4x402	474-4	402	183	186	2018	female	474	sperm_cell_high	tdsgR87A03	51.2846	TRUE
X401x492-3m1	401	492-3m1	78	232	2018	male	492	sperm_cell_high	tdsgR84A12	392.156	TRUE
X400x415L-1m1	400	415L-1m1	153	176	2018	male	415	vegetative_cell_high	tdsgR01G01	176.627	TRUE
X440L-2x402	440L-2	402	115	109	2018	female	440	vegetative_cell_high	tdsgR33F03	304.574	TRUE
X400x485L-3m1	400	485L-3m1	150	154	2018	male	485	vegetative_cell_high	tdsgR99B02	56.2152	TRUE
X403x488-3m3	403	488-3m3	214	203	2018	male	488	vegetative_cell_high	tdsgR34C11	885.729	TRUE
X403x433-5m1	403	433-5m1	111	109	2018	male	433	vegetative_cell_high	tdsgR24D03	165.028	TRUE
X403x439-3m1	403	439-3m1	213	199	2018	male	439	vegetative_cell_high	tdsgR31H05	196.9	TRUE
X402x489-3m1	402	489-3m1	190	178	2018	male	489	vegetative_cell_high	tdsgR45E04	32.8555	TRUE
X402x450-2m2	402	450-2m2	212	213	2018	male	450	vegetative_cell_high	tdsgR52E07	153.004	TRUE
X447-3x402	447-3	402	178	181	2018	female	447	seedling_only	tdsgR46C04	106.187666666667	TRUE
X487A-1x402	487A-1	402	205	226	2018	female	487	vegetative_cell_high	tdsgR32B05	32.8555	TRUE
X480AL-1x402	480AL-1	402	136	132	2018	female	480	vegetative_cell_high	tdsgR92A10	132.288	TRUE
X402x422-2m1	402	422-2m1	61	50	2018	male	422	vegetative_cell_high	tdsgR102H01	2786.36	TRUE
X402x451A-5m1	402	451A-5m1	192	185	2018	male	451	sperm_cell_high	tdsgR53C03	48.0851	TRUE
X403x498-4m1	403	498-4m1	202	196	2018	male	498	vegetative_cell_high	tdsgR107C12	885.729	TRUE
X440-3x402	440-3	402	128	122	2018	female	440	vegetative_cell_high	tdsgR33F03	304.574	TRUE
X403x468A-2m4	403	468A-2m4	270	249	2018	male	468	vegetative_cell_high	tdsgR81E02	4371.01	TRUE
X402x447-3m1	402	447-3m1	286	292	2018	male	447	seedling_only	tdsgR46C04	106.187666666667	TRUE
X401x421-1m1	401	421-1m1	103	92	2018	male	421	vegetative_cell_high	tdsgR101B03	4371.01	TRUE
X485-3x402	485-3	402	204	199	2018	female	485	vegetative_cell_high	tdsgR99B02	56.2152	TRUE
X401x489-5m1	401	489-5m1	289	260	2018	male	489	vegetative_cell_high	tdsgR45E04	32.8555	TRUE
X491-5x402	491-5	402	224	202	2018	female	491	sperm_cell_high	tdsgR82A03	392.156	TRUE
X488-2x402	488-2	402	136	128	2018	female	488	vegetative_cell_high	tdsgR34C11	885.729	TRUE
X422-1x402	422-1	402	191	176	2018	female	422	vegetative_cell_high	tdsgR102H01	2786.36	TRUE
X402x458-1m3	402	458-1m3	145	164	2018	male	458	seedling_only	tdsgR65E02	234.641	TRUE
X400x466-4m1	400	466-4m1	127	144	2018	male	466	vegetative_cell_high	tdsgR77F09	33.3009	TRUE
X401x462A-3m1	401	462A-3m1	207	210	2018	male	462	vegetative_cell_high	tdsgR72D11	90.5725	TRUE
X402x490-3m1	402	490-3m1	94	153	2018	male	490	vegetative_cell_high	tdsgR49F11	4175.48	TRUE
X403x486-1m1	403	486-1m1	224	226	2018	male	486	vegetative_cell_high	tdsgR04G10	60.916	TRUE
X441-3x402	441-3	402	157	163	2018	female	441	sperm_cell_high	tdsgR35A03	160.436	TRUE
X490-1x402	490-1	402	196	180	2018	female	490	vegetative_cell_high	tdsgR49F11	4175.48	TRUE
X402x439-4m1	402	439-4m1	170	190	2018	male	439	vegetative_cell_high	tdsgR31H05	196.9	TRUE
X402x486-2m3	402	486-2m3	244	303	2018	male	486	vegetative_cell_high	tdsgR04G10	60.916	TRUE
X402x432-1m1	402	432-1m1	191	182	2018	male	432	vegetative_cell_high	tdsgR23D05	31.1667	TRUE
X490-5x402	490-5	402	244	245	2018	female	490	vegetative_cell_high	tdsgR49F11	4175.48	TRUE
X402x468A-2m3	402	468A-2m3	156	168	2018	male	468	vegetative_cell_high	tdsgR81E02	4371.01	TRUE
X402x474-4m4	402	474-4m4	141	163	2018	male	474	sperm_cell_high	tdsgR87A03	51.2846	TRUE
X484-3x402	484-3	402	147	128	2018	female	484	vegetative_cell_high	tdsgR98H09	369.498	TRUE
X402x441-2m2	402	441-2m2	258	224	2018	male	441	sperm_cell_high	tdsgR35A03	160.436	TRUE
X402x466-5m1	402	466-5m1	214	221	2018	male	466	vegetative_cell_high	tdsgR77F09	33.3009	TRUE
X402x474-4m3	402	474-4m3	265	256	2018	male	474	sperm_cell_high	tdsgR87A03	51.2846	TRUE
X402x440-1m2	402	440-1m2	243	302	2018	male	440	vegetative_cell_high	tdsgR33F03	304.574	TRUE
X402x445-2m2	402	445-2m2	217	260	2018	male	445	vegetative_cell_high	tdsgR41F01	159.129	TRUE
X437-3x402	437-3	402	85	73	2018	female	437	sperm_cell_high	tdsgR31B01	46.2179	TRUE
X459L-1x402	459L-1	402	150	103	2018	female	459	vegetative_cell_high	tdsgR67C09	21028.2	TRUE
X401x494-4m1	401	494-4m1	149	207	2018	male	494	sperm_cell_high	tdsgR91F11	220.451	TRUE
X402x415-4m3	402	415-4m3	149	145	2018	male	415	vegetative_cell_high	tdsgR01G01	176.627	TRUE
X402x456-2m1	402	456-2m1	328	315	2018	male	456	seedling_only	tdsgR63F09	38.2865666666667	TRUE
